timestamp_s,cpu_percent,mem_percent,net_in_kbps,net_out_kbps
440100,32.02,18.75,36.61,38.99
440400,29.8,27.64,45.3,41.81
440700,17.02,14.65,25.29,20.6
441000,29.56,23.04,49.1,31.89
441300,23.27,19.95,42.94,21.8
441600,23.97,17.63,41.01,26.87
441900,14.73,8.11,37.47,20.04
442200,26.38,27.31,9.75,39.43
442500,17.85,12.7,28.46,24.96
442800,6.35,5.44,18.66,9.78
443100,9.15,6.09,17.54,13.1
443400,25.75,20.05,50.15,24.22
443700,25.03,23.87,27.1,35.6
444000,5.05,5.16,4.22,3.84
444300,15.95,14.29,8.48,14.04
444600,22.35,13.74,18.28,28.27
444900,28.02,15.87,25.36,36.14
445200,6.24,5.0,5.07,5.27
445500,10.91,6.13,4.07,10.25
445800,5.97,5.0,8.64,0.83
446100,5.87,5.0,6.13,5.26
446400,18.36,14.52,13.24,18.92
446700,4.87,5.79,0.1,6.17
447000,8.87,12.75,13.1,4.14
447300,15.33,14.47,15.95,19.99
447600,18.38,20.26,24.91,21.57
447900,7.8,5.84,7.68,6.07
448200,13.96,7.66,17.88,9.22
448500,14.99,11.05,15.14,16.22
448800,15.58,16.02,4.16,11.74
449100,14.08,17.02,14.17,8.76
449400,6.4,5.03,0.1,1.3
449700,2.75,6.95,13.94,3.89
450000,25.17,30.1,32.95,5.21
450300,17.84,20.41,14.48,19.41
450600,23.48,18.62,44.34,20.16
450900,3.67,9.6,7.51,6.08
451200,11.88,6.21,29.3,17.4
451500,4.69,6.7,5.49,12.13
451800,22.53,16.72,50.29,5.42
452100,15.48,13.24,17.04,16.87
452400,11.47,13.53,7.97,9.66
452700,2.68,5.0,0.52,0.92
453000,14.52,5.0,28.18,26.93
453300,14.24,12.98,18.65,9.57
453600,9.61,12.13,5.58,10.03
453900,1.0,5.0,0.69,5.96
454200,12.23,12.37,16.97,9.94
454500,12.36,11.74,25.81,9.31
454800,1.0,5.0,1.73,3.41
455100,7.95,9.68,4.12,11.95
455400,18.58,6.59,26.45,23.79
455700,5.52,5.0,13.18,6.29
456000,2.15,5.47,0.1,0.1
456300,8.65,5.41,3.42,12.64
456600,4.81,10.29,0.1,0.15
456900,2.5,5.0,2.05,4.29
457200,1.0,5.0,0.1,0.1
457500,10.29,5.0,13.07,14.43
457800,13.04,8.14,19.21,10.96
458100,18.72,13.46,27.21,13.52
458400,10.95,9.25,19.44,9.11
458700,15.69,14.43,34.01,24.84
459000,8.92,5.0,8.46,8.22
459300,25.58,23.79,48.01,20.96
459600,10.55,5.12,4.51,6.69
459900,4.78,5.0,4.09,2.78
460200,9.78,5.26,13.88,8.71
460500,23.95,19.49,47.19,6.95
460800,25.36,26.32,42.48,33.09
461100,21.09,14.48,43.34,11.09
461400,25.09,27.79,25.44,23.12
461700,21.01,11.49,29.59,20.73
462000,16.33,17.1,37.55,19.04
462300,16.03,11.05,13.86,9.82
462600,33.48,28.71,32.55,45.83
462900,28.22,19.89,34.76,29.51
463200,22.3,13.62,43.41,1.27
463500,18.36,23.58,31.49,15.97
463800,21.32,20.84,26.47,23.76
464100,31.03,23.35,40.26,13.66
464400,31.5,21.28,42.64,21.65
464700,42.5,37.87,26.29,39.98
465000,22.71,16.67,27.14,10.63
465300,31.27,20.95,40.41,16.16
465600,36.02,28.78,31.11,49.47
465900,30.31,28.07,26.5,24.66
466200,44.02,41.97,64.43,66.31
466500,48.29,46.07,42.94,18.44
466800,38.53,32.73,35.05,27.16
467100,30.24,24.25,25.69,36.74
467400,35.15,28.3,15.1,54.32
467700,56.91,44.97,39.06,41.03
468000,47.3,36.79,40.24,21.61
468300,49.14,45.62,62.02,16.67
468600,38.81,21.41,29.73,58.09
468900,42.01,45.28,73.5,45.99
469200,45.08,44.73,83.81,36.91
469500,66.16,39.72,124.81,65.73
469800,59.66,42.84,73.95,37.09
470100,62.29,44.02,54.34,69.95
470400,67.53,68.47,104.92,100.74
470700,61.12,43.01,84.22,63.77
471000,60.6,40.67,42.55,59.76
471300,67.45,66.79,114.11,81.45
471600,65.89,40.76,93.77,28.28
471900,72.66,47.48,112.09,69.12
472200,59.8,43.17,113.19,36.64
472500,53.54,38.76,89.62,58.71
472800,74.13,71.0,41.13,40.75
473100,76.61,44.38,87.52,48.33
473400,64.12,64.81,63.29,24.52
473700,57.58,37.16,101.31,71.09
474000,72.94,45.51,65.49,101.59
474300,64.34,63.24,33.72,27.9
474600,68.79,35.01,87.61,61.82
474900,72.69,66.33,62.37,21.24
475200,68.94,77.8,47.51,48.74
475500,74.13,56.4,84.05,97.87
475800,87.02,85.15,139.09,88.6
476100,67.24,59.95,61.94,86.59
476400,87.99,54.61,164.25,100.87
476700,76.79,55.52,48.9,72.81
477000,86.84,75.11,178.12,84.25
477300,83.93,69.56,57.32,74.5
477600,82.39,75.06,157.74,112.79
477900,73.95,59.57,113.17,66.62
478200,81.37,56.81,157.73,40.2
478500,78.92,69.34,149.63,61.61
478800,83.72,72.33,57.53,37.29
479100,99.0,72.41,145.7,40.52
479400,76.79,67.26,123.44,37.99
479700,78.57,64.12,137.43,72.26
480000,95.44,67.99,184.73,102.26
480300,87.62,61.88,107.42,104.02
480600,97.36,98.0,58.05,98.47
480900,78.83,74.77,82.01,64.91
481200,88.06,81.14,128.09,96.06
481500,98.52,94.51,94.26,113.35
481800,90.88,91.84,136.14,80.43
482100,73.12,48.57,140.66,54.96
482400,83.92,83.33,138.4,45.58
482700,87.13,78.32,134.32,55.1
483000,92.91,88.22,151.51,70.1
483300,76.39,68.8,86.46,32.62
483600,86.92,75.89,49.61,116.09
483900,77.71,72.85,149.16,71.41
484200,76.96,46.1,93.74,84.08
484500,90.0,66.32,55.37,108.21
484800,85.67,74.83,169.12,69.7
485100,74.38,51.14,135.73,29.28
485400,80.69,76.74,150.94,56.23
485700,76.66,65.28,52.86,32.35
486000,84.27,55.84,90.18,59.53
486300,70.62,43.16,75.86,103.77
486600,77.84,67.62,113.0,79.72
486900,83.6,61.89,118.18,40.35
487200,82.44,73.41,59.38,101.43
487500,81.35,80.65,132.28,71.73
487800,84.64,97.06,167.39,76.44
488100,79.44,59.29,97.4,54.21
488400,79.46,73.36,101.5,46.13
488700,65.97,50.36,75.44,86.92
489000,85.53,78.8,163.76,92.22
489300,73.38,60.87,96.0,27.16
489600,67.9,54.54,67.06,40.46
489900,76.56,70.48,156.32,100.54
490200,75.11,55.72,51.41,22.2
490500,77.24,46.78,76.65,24.91
490800,74.86,63.81,107.23,49.81
491100,83.03,55.56,48.42,38.9
491400,61.82,47.93,59.85,29.25
491700,68.21,49.81,97.9,85.93
492000,70.92,77.73,132.71,107.29
492300,74.53,75.4,72.25,86.32
492600,72.29,46.01,72.45,82.59
492900,72.03,65.47,105.68,76.98
493200,76.08,56.21,97.68,40.67
493500,54.51,49.0,60.98,47.46
493800,59.76,37.92,97.91,70.31
494100,59.74,41.02,52.22,24.01
494400,53.79,51.85,96.64,80.24
494700,47.93,32.13,57.65,64.6
495000,50.19,38.14,41.17,19.09
495300,66.91,61.35,51.95,49.37
495600,62.77,37.57,98.94,54.22
495900,43.8,45.02,25.83,60.59
496200,52.7,55.02,94.04,44.47
496500,65.66,72.67,55.53,57.49
496800,40.67,32.28,67.78,29.6
497100,44.48,41.01,27.96,59.39
497400,52.42,49.85,36.53,72.13
497700,41.71,35.47,47.95,47.45
498000,41.79,25.11,74.51,32.09
498300,47.64,44.54,68.28,60.37
498600,48.48,27.99,33.08,53.82
498900,46.37,27.37,96.27,68.92
499200,46.68,49.0,42.73,64.39
499500,52.17,30.71,74.2,29.39
499800,45.79,39.4,44.56,57.82
500100,39.1,31.18,61.49,38.36
500400,37.41,29.15,46.59,46.27
500700,49.91,37.27,79.76,34.64
501000,51.23,39.06,109.54,32.51
501300,34.56,36.61,32.42,40.87
501600,44.56,37.46,78.09,34.54
501900,52.05,35.66,33.48,66.95
502200,43.2,25.77,72.85,55.6
502500,49.81,43.08,96.58,51.92
502800,45.72,35.51,60.27,26.36
503100,39.8,39.59,58.57,25.28
503400,48.21,37.15,42.08,68.6
503700,40.79,32.14,29.35,17.19
504000,27.87,17.69,22.6,13.54
504300,37.17,34.04,60.77,52.44
504600,38.92,38.63,37.45,47.62
504900,39.37,38.58,21.14,22.77
505200,39.29,38.34,65.21,20.56
505500,21.94,18.72,31.04,32.72
505800,23.18,25.78,38.17,34.42
506100,37.97,27.48,58.94,35.92
506400,38.45,35.18,24.25,47.32
506700,22.29,26.74,7.2,29.37
507000,32.75,29.92,45.49,28.56
507300,22.29,11.09,15.53,7.0
507600,32.39,33.45,41.37,8.49
507900,45.31,33.63,29.44,53.23
508200,30.03,26.54,25.12,31.99
508500,46.68,25.54,35.32,39.29
508800,32.99,30.77,37.65,38.43
509100,44.68,39.56,52.08,35.34
509400,35.14,23.05,40.96,8.82
509700,31.67,23.58,24.5,30.65
510000,37.59,38.5,14.53,15.79
510300,39.55,27.07,76.64,30.4
510600,25.02,23.1,45.04,24.75
510900,26.2,19.61,19.03,37.37
511200,33.78,30.0,67.96,52.49
511500,33.72,22.94,24.2,12.8
511800,24.55,10.87,41.37,29.04
512100,38.82,27.22,46.42,38.88
512400,37.86,29.97,65.08,14.65
512700,24.2,20.15,27.71,28.81
513000,28.11,24.87,39.92,31.53
513300,34.89,36.15,67.53,51.34
513600,17.52,15.45,17.56,14.98
513900,23.06,15.93,32.25,19.69
514200,38.29,20.94,59.91,16.46
514500,30.45,22.36,42.14,21.21
514800,20.9,16.12,29.35,11.5
515100,34.18,30.72,63.17,42.63
515400,37.28,28.92,17.8,44.38
515700,20.25,17.42,25.02,10.47
516000,32.6,31.69,46.57,32.19
516300,34.23,24.39,46.03,16.38
516600,40.52,28.68,44.91,51.25
516900,41.92,34.19,30.85,47.72
517200,25.45,24.18,12.24,21.52
517500,36.84,25.39,29.63,27.42
517800,32.97,22.38,24.45,34.98
518100,26.46,23.21,42.28,30.37
518400,25.26,22.21,29.34,35.2
518700,34.56,33.21,29.65,14.87
519000,32.02,29.7,35.04,26.21
519300,30.81,27.67,60.37,9.58
519600,36.61,25.97,27.78,49.65
519900,26.34,18.57,61.57,30.38
520200,37.07,20.53,37.25,53.61
520500,32.87,24.72,46.13,29.82
520800,22.35,18.85,37.68,28.78
521100,29.65,32.25,58.31,32.38
521400,38.53,44.34,24.23,46.34
521700,42.24,35.56,71.57,21.03
522000,23.07,24.1,29.29,36.23
522300,38.04,39.09,65.88,34.6
522600,25.12,22.12,43.99,14.99
522900,34.24,22.12,37.19,32.85
523200,25.21,17.29,47.22,18.88
523500,27.38,18.96,21.17,18.7
523800,21.34,17.32,10.74,16.33
524100,33.58,26.22,23.82,26.17
524400,22.66,24.57,29.8,15.3
524700,32.04,20.84,66.66,10.13
525000,18.52,10.89,15.52,23.51
525300,29.84,33.66,37.37,36.48
525600,28.91,28.64,39.55,18.54
525900,21.26,18.75,19.61,13.58
526200,28.14,19.57,30.79,25.48
526500,22.66,14.14,38.28,15.62
526800,31.87,26.8,57.8,14.65
527100,34.8,40.24,60.32,40.78
527400,19.56,11.13,33.63,23.04
527700,25.41,21.47,13.21,9.77
528000,35.13,26.84,34.34,47.19
528300,25.73,28.33,21.69,17.25
528600,28.55,23.51,17.69,12.7
528900,14.86,11.73,3.37,14.66
529200,29.02,23.77,45.5,16.75
529500,17.19,14.5,13.87,25.91
529800,26.8,22.73,32.39,13.2
530100,17.49,16.01,32.6,19.63
530400,12.16,11.07,20.87,18.37
530700,23.64,14.86,15.4,28.9
531000,31.25,26.39,27.33,27.06
531300,12.44,9.06,27.98,2.38
531600,21.75,15.06,16.45,18.29
531900,26.59,22.61,47.26,12.94
532200,6.74,5.0,14.56,5.55
532500,8.96,8.35,6.69,5.58
532800,26.67,16.82,52.23,22.35
533100,7.83,10.69,12.04,12.42
533400,25.49,28.42,20.19,25.78
533700,22.35,10.09,37.06,11.5
534000,20.57,21.1,35.43,28.71
534300,22.18,17.75,22.36,18.03
534600,6.33,5.69,11.66,6.18
534900,14.12,14.16,20.49,25.45
535200,13.37,12.43,15.01,18.81
535500,15.37,18.01,10.68,12.83
535800,13.14,7.59,21.82,10.46
536100,8.64,5.0,9.11,4.22
536400,18.29,13.03,15.4,23.29
536700,10.49,9.62,11.5,4.15
537000,4.27,5.0,20.46,2.85
537300,11.78,9.42,25.26,1.21
537600,5.0,5.0,2.9,0.1
537900,5.93,7.49,10.22,5.08
538200,16.58,14.85,24.14,13.46
538500,10.32,8.95,7.21,16.8
538800,2.73,5.0,0.64,9.03
539100,18.83,12.77,17.58,1.54
539400,8.7,8.35,13.78,3.75
539700,1.0,5.0,0.1,4.74
540000,9.25,5.0,16.15,13.56
540300,22.35,13.23,38.43,15.93
540600,4.35,5.0,3.15,1.06
540900,13.38,16.62,7.96,16.24
541200,14.53,14.51,30.17,0.1
541500,11.44,17.37,20.25,7.52
541800,14.98,15.97,15.88,18.9
542100,8.28,12.25,14.39,6.45
542400,4.0,5.0,3.91,0.1
542700,8.79,12.99,5.52,1.53
543000,2.21,5.36,0.1,4.35
543300,13.28,13.35,18.68,17.18
543600,4.87,5.0,0.1,7.64
543900,8.64,12.35,7.03,2.51
544200,20.81,19.61,16.15,15.65
544500,24.47,17.06,26.32,30.64
544800,17.13,21.56,24.39,24.89
545100,1.62,5.0,0.1,0.1
545400,9.1,5.0,14.82,13.22
545700,5.34,5.0,13.29,4.3
546000,26.02,21.58,37.25,18.23
546300,5.5,6.76,7.65,8.24
546600,25.35,14.53,44.17,23.55
546900,15.77,12.21,27.39,24.12
547200,15.25,13.32,30.2,18.97
547500,22.82,21.69,37.3,11.55
547800,17.49,13.58,0.1,18.01
548100,26.6,17.65,27.5,25.45
548400,13.86,5.64,26.76,10.9
548700,36.33,26.13,25.3,9.49
549000,19.71,19.75,25.96,5.76
549300,23.83,13.87,29.69,21.31
549600,26.89,20.47,17.88,34.61
549900,32.76,36.43,63.86,21.94
550200,43.34,34.77,62.36,60.05
550500,44.47,44.34,73.66,14.11
550800,31.34,22.91,44.17,47.56
551100,43.63,41.57,80.51,20.41
551400,36.51,34.72,58.04,26.99
551700,31.21,32.73,25.8,34.52
552000,40.05,34.56,31.68,36.72
552300,35.44,27.06,43.03,21.95
552600,42.28,29.68,20.44,14.43
552900,46.51,47.99,57.51,54.4
553200,44.19,46.66,55.59,15.39
553500,28.78,19.37,19.03,18.43
553800,37.2,26.01,55.12,35.1
554100,44.72,47.14,32.19,61.59
554400,34.98,31.63,20.18,32.45
554700,50.37,39.56,92.14,68.67
555000,31.56,32.57,43.83,12.58
555300,47.64,25.54,38.91,24.07
555600,51.68,38.7,41.29,33.94
555900,42.44,29.98,48.51,63.74
556200,44.81,36.64,59.23,60.93
556500,45.49,38.27,75.04,33.28
556800,43.91,28.03,29.6,58.33
557100,44.31,47.54,84.03,35.53
557400,47.42,36.8,64.82,55.74
557700,51.48,31.43,83.45,35.12
558000,44.38,31.52,67.03,22.47
558300,56.77,45.48,99.0,42.58
558600,49.77,33.8,88.73,23.51
558900,69.14,48.86,115.85,69.12
559200,52.01,41.36,77.24,32.66
559500,52.29,33.14,40.0,35.45
559800,56.64,44.4,68.21,69.8
560100,50.85,38.2,67.39,47.25
560400,55.57,39.89,28.49,58.57
560700,51.54,36.78,75.23,60.47
561000,56.81,55.18,115.45,39.11
561300,70.82,80.36,69.02,35.56
561600,52.68,58.75,37.17,83.25
561900,69.45,38.49,117.51,79.98
562200,62.54,41.61,117.53,21.42
562500,69.45,57.3,73.1,93.89
562800,62.2,44.25,89.72,86.56
563100,73.05,68.18,38.04,85.86
563400,62.15,61.32,94.39,20.95
563700,60.26,43.5,34.62,49.57
564000,78.37,59.82,119.16,36.83
564300,56.31,47.86,72.07,81.74
564600,72.19,66.1,136.63,38.42
564900,81.14,52.67,66.35,44.09
565200,61.82,37.24,67.03,36.27
565500,74.57,67.49,85.24,43.0
565800,69.18,55.84,142.23,67.66
566100,75.48,64.16,83.34,45.74
566400,83.91,80.16,148.25,49.0
566700,74.91,77.09,69.83,24.64
567000,65.18,46.69,65.22,56.53
567300,71.49,54.46,98.67,44.67
567600,70.04,51.33,64.56,92.21
567900,64.12,48.62,102.82,56.63
568200,65.6,48.78,128.46,69.65
568500,77.47,53.07,50.23,42.33
568800,79.87,76.47,97.1,24.95
569100,76.27,62.96,128.97,96.07
569400,69.8,74.59,86.55,80.99
569700,73.94,72.79,90.39,77.43
570000,72.72,81.14,56.61,102.05
570300,63.93,46.57,82.84,44.89
570600,74.1,69.06,85.66,107.43
570900,73.15,63.07,73.33,95.55
571200,72.31,56.2,114.85,98.94
571500,70.96,51.66,105.88,95.04
571800,72.41,52.84,40.24,40.55
572100,63.99,60.79,82.42,22.65
572400,63.46,61.29,35.87,72.77
572700,68.42,74.05,121.18,80.65
573000,78.1,61.07,48.47,56.11
573300,65.56,44.68,35.33,87.94
573600,74.94,73.65,88.37,77.64
573900,70.49,73.26,122.24,100.11
574200,67.53,56.73,73.08,67.45
574500,63.17,61.82,79.47,50.69
574800,59.18,35.65,103.75,77.48
575100,65.84,68.76,82.71,32.61
575400,74.64,59.63,69.35,54.01
575700,69.23,75.13,107.9,96.89
576000,76.97,65.52,126.32,55.44
576300,68.59,48.29,100.39,26.07
576600,64.72,55.21,62.26,14.78
576900,56.82,62.64,39.73,37.19
577200,73.0,59.95,144.23,65.72
577500,62.09,64.15,115.55,64.94
577800,72.9,61.67,80.04,99.66
578100,62.22,58.12,40.61,77.49
578400,77.12,61.64,130.72,102.81
578700,68.86,48.45,113.52,100.92
579000,74.65,61.47,147.96,81.68
579300,72.3,73.57,36.32,34.06
579600,58.22,57.87,115.38,34.56
579900,68.54,74.55,30.96,88.38
580200,68.35,44.38,71.85,41.76
580500,60.69,48.82,89.82,64.6
580800,49.34,54.75,93.56,51.83
581100,58.53,53.09,98.28,44.84
581400,55.44,53.77,50.53,40.53
581700,54.44,52.4,86.81,42.74
582000,50.07,37.86,71.69,39.65
582300,50.83,47.72,73.89,65.86
582600,66.86,69.96,41.26,84.6
582900,61.85,53.17,78.83,33.27
583200,43.94,30.97,39.62,48.49
583500,58.08,49.86,97.02,50.16
583800,49.76,39.32,49.13,50.67
584100,46.65,45.35,30.78,45.42
584400,48.62,41.79,73.18,38.63
584700,41.77,43.57,30.57,59.43
585000,55.84,42.12,47.4,66.76
585300,44.29,31.25,45.45,59.67
585600,49.5,34.32,44.01,48.14
585900,55.09,37.23,104.72,75.37
586200,52.04,54.09,54.78,76.45
586500,50.05,44.81,69.86,48.57
586800,38.87,40.22,65.27,29.71
587100,30.61,25.76,56.18,34.46
587400,41.52,44.1,60.18,27.86
587700,47.77,41.0,83.36,48.49
588000,34.51,28.3,67.26,7.44
588300,49.78,46.89,92.16,36.61
588600,47.34,44.8,81.78,66.22
588900,48.43,29.66,97.36,47.64
589200,50.95,48.78,34.5,76.79
589500,34.78,33.52,22.77,25.49
589800,51.23,51.71,29.81,39.11
590100,53.2,38.89,33.22,55.1
590400,52.44,36.29,45.22,47.59
590700,44.11,40.0,27.32,60.36
591000,37.74,30.14,41.93,37.4
591300,29.9,34.47,28.01,22.0
591600,42.98,41.33,22.14,45.99
591900,50.46,47.73,91.3,65.02
592200,39.25,40.59,29.23,34.61
592500,33.41,32.11,28.43,10.66
592800,37.9,38.48,53.72,21.12
593100,30.59,24.84,45.49,16.8
593400,39.6,31.46,54.07,14.82
593700,47.61,38.35,16.99,60.23
594000,40.19,36.93,73.55,33.86
594300,34.37,27.53,20.13,32.06
594600,26.95,13.93,34.01,17.99
594900,40.74,32.12,45.35,31.5
595200,47.57,58.48,24.16,45.02
595500,48.49,46.65,94.46,42.06
595800,28.75,33.66,23.19,39.91
596100,48.23,50.5,45.52,23.85
596400,35.74,28.83,58.93,36.1
596700,42.65,29.35,58.88,29.23
597000,26.4,23.22,29.55,25.32
597300,41.73,26.24,65.62,26.84
597600,43.98,46.5,42.85,37.07
597900,34.46,24.27,55.24,28.32
598200,44.54,34.18,79.16,32.2
598500,31.67,21.21,20.46,33.13
598800,43.85,44.01,25.53,24.51
599100,36.23,28.11,53.19,13.07
599400,35.69,32.29,45.6,42.24
599700,29.59,20.97,26.41,16.79
600000,36.99,37.95,55.2,43.5
600300,31.29,23.1,62.43,9.52
600600,28.93,21.18,36.95,8.55
600900,47.81,49.39,43.62,55.39
601200,48.43,38.91,67.32,66.26
601500,34.78,26.59,25.23,38.75
601800,50.7,42.07,71.52,64.76
602100,42.76,48.19,84.94,44.29
602400,41.74,36.47,21.2,29.68
602700,30.81,28.87,41.98,44.74
603000,29.17,17.39,41.81,45.49
603300,33.66,34.6,54.48,52.52
603600,45.99,31.56,59.68,20.06
603900,30.67,18.36,45.37,35.04
604200,43.66,28.84,50.27,66.95
604500,40.28,33.82,30.13,54.88
